Date,Outdoor Temperature (°C),Absolute Pressure (hPa)
2025-08-29T03:00:00-04:00,5.3,680.4
2025-08-29T02:55:00-04:00,5.1,680.4
2025-08-29T02:50:00-04:00,5.2,680.6
2025-08-29T02:45:00-04:00,5.4,680.4
2025-08-29T02:40:00-04:00,5.3,680.3
2025-08-29T02:35:00-04:00,5.0,680.5
2025-08-29T02:30:00-04:00,4.9,680.6
2025-08-29T02:25:00-04:00,5.2,680.7
2025-08-29T02:20:00-04:00,5.3,680.5
2025-08-29T02:15:00-04:00,5.6,680.6
2025-08-29T02:10:00-04:00,5.5,680.8
2025-08-29T02:05:00-04:00,5.6,680.7
2025-08-29T02:00:00-04:00,5.6,680.8
2025-08-29T01:55:00-04:00,5.6,680.9
2025-08-29T01:50:00-04:00,5.7,680.9
2025-08-29T01:45:00-04:00,5.7,680.9
2025-08-29T01:40:00-04:00,5.6,681.1
2025-08-29T01:35:00-04:00,5.7,681.2
2025-08-29T01:30:00-04:00,5.6,681.0
2025-08-29T01:25:00-04:00,5.6,681.0
2025-08-29T01:20:00-04:00,5.8,680.9
2025-08-29T01:15:00-04:00,5.9,680.9
2025-08-29T01:10:00-04:00,5.8,681.0
2025-08-29T01:05:00-04:00,6.0,680.9
2025-08-29T01:00:00-04:00,6.0,681.0
2025-08-29T00:55:00-04:00,6.0,681.0
2025-08-29T00:50:00-04:00,6.0,680.9
2025-08-29T00:45:00-04:00,6.0,680.8
2025-08-29T00:40:00-04:00,6.1,680.9
2025-08-29T00:35:00-04:00,6.2,680.9
2025-08-29T00:30:00-04:00,6.1,681.0
2025-08-29T00:25:00-04:00,6.0,680.7
2025-08-29T00:20:00-04:00,6.2,680.8
2025-08-29T00:15:00-04:00,6.4,681.0
2025-08-29T00:10:00-04:00,6.4,681.0
2025-08-29T00:05:00-04:00,6.5,680.9
2025-08-29T00:00:00-04:00,6.5,681.0
